nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",3,2025,3,2025," ","Aquisição de Gêneros Alimentícios diretamente da Agricultura Familiar, Empreendedor Familiar Rural e suas organizações para a Alimentação Escolar em atendimento aos alunos das escolas da rede municipal de ensino e entidades filantrópicas conveniadas de Criciúma/SC, consoante ao Art.14 da Lei FNDE nº 11.947 de 16/06/2009 e Resolução FNDE nº 06/2020 e suas alterações.","Inexigibilidade de licitação","aquisição de Bens para Compra, inclusive por Encom","CREDENCIAMENTO QTDADE RATEADA"," ",REVOGADO," "," "," "," ",2025-02-10T09:00:00Z," ",2025-01-07,2025-02-10,2025-02-05," ","documentosRelacionados_eee699c6-9332-4384-b850-e2f02bab71ff.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Chamada pública / credenciamento",2025-01-17T08:00:00Z," "," "," ","Razões de Interesse Público"," "," ",NÃO," ",2025-02-10T08:30:00Z,"Lei 14133/2021, Art. 74, II",1.131844899E7," "
"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA",13,2025,13,2025,2025-06-26,"Contratação de empresa especializada no fornecimento e instalação de aparelhos de ar condicionados, em atendimento às necessidades da Central de Serviços Funerários de Criciúma/SC.","Dispensa eletrônica","aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-07,HOMOLOGADO," "," "," "," ",2025-07-03T09:00:00Z," ",2025-05-16,2025-07-03," "," ","documentosRelacionados_b3289fae-e390-476e-8409-ea15e169328a.csv",," ","Rua Domênico Sônego.","Rua Domênico Sônego.",SC,Licitação,2025-06-26T12:00:00Z,"itensVencedores_06f99445-4a59-409c-8142-380f51427531.csv",INTERNET," "," "," ","participantes_67372f5e-2351-4b8f-abf3-f3678ae8d5ab.csv",NÃO," ",2025-07-03T08:30:00Z,"Lei 14133/2021, Art. 75, I",17758,15598
"FUNDAÇÃO CULTURAL DE CRICIÚMA",5,2025,5,2025,2025-05-23,"Constitui objeto do presente contrato a realização do espetáculo artístico com fornecimento de alimentos ""AMICI DELLA POLENTA – TOMBO DA POLENTA"", a ser realizado no dia 8 de novembro, na Praça Nereu Ramos, como parte das comemorações do centenário de emancipação de Criciúma/SC.","Inexigibilidade de licitação","Contratação de serviços","MENOR PRECO",2025-05-22,HOMOLOGADO," "," "," ","contratos_c026f171-4b4a-40e9-95a9-19da8298ca74.csv",2025-05-22T08:00:00Z," ",2025-03-21,2025-05-22," "," ","documentosRelacionados_21d52222-8c28-441b-b9f5-9f2c358178d0.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-05-22T08:00:00Z,"itensVencedores_047f8ffe-ba1d-4fdf-9ffb-636a9aa8df53.csv",INTERNET," "," "," ","participantes_45e63770-b9f3-4127-bc45-95db50b31a6a.csv",NÃO," ",2025-05-22T08:00:00Z,"Lei 14133/2021, Art. 74, II",15000,15000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",3,2025,3,2025,2025-05-21,"Registro de preços de equipamentos eletroeletrônicos, para atender as necessidades dos eventos de pequeno porte de responsabilidade da Fundação Cultural e do Município de Criciúma/SC.","Pregão eletrônico","aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-16,HOMOLOGADO," ","atasRegistroPrecos_a35eea47-ddbf-48ec-8350-fd6b937ee53b.csv"," "," ",2025-06-04T14:00:00Z," ",2025-05-03,2025-06-04," ","despesas_3be0f147-f080-47db-aa4b-b81c4364ad13.csv","documentosRelacionados_bc065702-e6d8-484e-891b-a0422bc16d3f.csv",fcc@criciuma.sc.gov.br,"empenhos_087e4ccb-e06a-4fd4-af3b-7cb21bcf9371.csv","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-05-21T12:00:00Z,"itensVencedores_4930c684-3f38-40fe-96b2-ce9e0c609c6d.csv",INTERNET," "," "," ","participantes_fa67235f-65ec-4bd0-ba24-76b8ef181481.csv",SIM," ",2025-06-04T13:30:00Z,"Lei 14133/2021, Art. 28, I",107196,60084
"FUNDAÇÃO CULTURAL DE CRICIÚMA",4,2025,4,2025,2025-05-21,"Registro de preços de serviços de Brigadista Civil, para atuação em eventos de responsabilidade da Fundação Cultural de Criciúma/SC.","Pregão eletrônico","Prestação de serviços","MENOR PRECO GLOBAL",2025-06-09,HOMOLOGADO," ","atasRegistroPrecos_602054c2-18d7-4821-a329-11eac19d11b2.csv"," "," ",2025-06-06T09:00:00Z," ",2025-04-25,2025-06-06," ","despesas_77e0c826-767d-49e6-841f-edc6f17d58dd.csv","documentosRelacionados_04ac735d-eeea-410d-898f-b9fa92166531.csv",fcc@criciuma.sc.gov.br,"empenhos_769acc47-b061-4efc-b735-f27f7c76bf15.csv","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-05-21T12:00:00Z,"itensVencedores_4fdd5b6e-be07-4633-9c1a-43861026534f.csv",INTERNET," "," "," ","participantes_a4aec369-d8a3-42e1-b8de-d17dbe73f782.csv",SIM," ",2025-06-06T08:30:00Z,"Lei 14133/2021, Art. 28, I",26600,21000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",1,2025,1,2025,2025-04-02,"Registro de preços de serviços de Brigadista Civil, para atuação em eventos de responsabilidade da Fundação Cultural de Criciúma/SC.","Pregão eletrônico","Prestação de serviços","MENOR PRECO GLOBAL"," ",REVOGADO," "," "," "," ",2025-04-17T09:00:00Z," ",2025-02-04,2025-04-17,2025-04-17," ","documentosRelacionados_2faa8cb8-e250-42f1-aac3-fb0c9a2d3d71.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-04-01T08:00:00Z," ",INTERNET," ","Licitação deserta"," "," ",SIM," ",2025-04-17T08:30:00Z,"Lei 14133/2021, Art. 28, I",26600," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",27,2025,27,2025,2025-08-14,"Aquisição de motocicletas, categoria motoneta, destinadas a atender às demandas operacionais da Vigilância em Saúde, vinculada à Secretaria Municipal de Saúde do Município de Criciúma/SC.","Pregão eletrônico","aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM"," ",REVOGADO," "," "," "," ",2025-08-26T09:00:00Z," ",2025-06-01,2025-08-26,2025-08-27," ","documentosRelacionados_399e1e3d-3beb-4824-ab09-526e718db2a1.csv",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-08-14T15:00:00Z," ",INTERNET," ","Licitação fracassada"," ","participantes_8a605052-075c-4854-b439-7f92f56746cf.csv",NÃO," ",2025-08-26T08:30:00Z,"Lei 14133/2021, Art. 28, I",235800," "
"PREFEITURA MUNICIPAL DE CRICIUMA",10,2025,10,2025,2025-01-31,"Contratação do palestrante e mediador Francisco Hebert Lima Vasconcelos, da empresa Formar soluções Educacionais Ltda, inscrita sob o CNPJ n° 49.738.171/0001-01, para a palestra de abertura do ano letivo e realização de workshops com gestores e equipe da Secretaria de Educação.","Inexigibilidade de licitação","Prestação de serviços","MENOR PRECO",2025-01-31,HOMOLOGADO," "," "," ","contratos_ceba714a-4fec-41a4-8e85-d34b98b31a7f.csv",2025-01-31T08:00:00Z," ",2025-01-13,2025-01-31," "," ","documentosRelacionados_7e80d2b4-b46f-4f5d-804a-45350c317ded.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-01-31T08:00:00Z,"itensVencedores_64ecba48-75e1-4806-ae6c-52ea2712b063.csv",INTERNET," "," "," ","participantes_2e7b1b6b-6cc2-4619-b754-c8573f965ff2.csv",NÃO," ",2025-01-31T08:00:00Z,"Lei 14133/2021, Art. 74, II",85000,85000
"PREFEITURA MUNICIPAL DE CRICIUMA",80,2025,80,2025,2025-06-17,"Registro de preços de grama sintética, compreendendo o fornecimento e a instalação, em parques e playgrounds de praças do município de Criciúma/SC.","Pregão eletrônico","Obras e Serviços de Engenharia","MENOR PRECO POR ITEM",2025-07-09,HOMOLOGADO," ","atasRegistroPrecos_cd6b4643-4913-4213-a197-09a922cd9d81.csv"," "," ",2025-07-03T09:00:00Z," ",2025-05-15,2025-07-03," ","despesas_247b3343-5300-4d11-8b67-03e6be559e24.csv","documentosRelacionados_e55fb278-f3c3-4bc7-b56a-27d477a0c7f3.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-17T08:00:00Z,"itensVencedores_9e8eb969-8f90-48f7-8a9f-9932a1a97b03.csv",INTERNET," "," "," ","participantes_b5156308-02aa-4353-98a6-27a6633a269b.csv",SIM," ",2025-07-03T08:30:00Z,"Lei 14133/2021, Art. 28, I",362500,235000
"PREFEITURA MUNICIPAL DE CRICIUMA",32,2025,32,2025,2025-03-25,"Contratação de empresa especializada na prestação de serviços de confecção e/ou manutenção preventiva e/ou corretiva de calhas, rufos, algerosas e pingadeiras, compreendendo o fornecimento de materiais e mão de obra, em atendimento das unidades escolares e demais locais sob a responsabilidade da Secretaria de Educação de Criciúma/SC.","Pregão eletrônico","Obras e Serviços de Engenharia","MENOR PRECO GLOBAL",2025-05-23,HOMOLOGADO," "," "," ","contratos_4f784f68-1271-4b45-85d0-3f03f5e700ed.csv",2025-04-10T09:00:00Z," ",2025-02-25,2025-04-10," "," ","documentosRelacionados_b479141b-e54b-4973-a624-c9cece7c3778.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-03-25T08:00:00Z,"itensVencedores_ca2da1cd-8106-4d0c-bde9-85dbbb4809ad.csv",INTERNET," "," "," ","participantes_dd8d7570-a0bd-4858-897c-92dfb045e0d8.csv",NÃO," ",2025-04-10T08:30:00Z,"Lei 14133/2021, Art. 28, I",1052233.01,495999.45
