nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",10,2019,10,2019,2019-09-16,"O presente edital tem por objetivo a aquisição de letreiros turísticos, incluindo a montagem, para o Parque das Nações, Parque dos Imigrantes e Parque Centenário que são administrados pela Fundação Municipal de Esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2019-10-01,Homologado," "," ",Criciúma,"contratos_f2bd07bc-c22f-46a9-8d8c-47c6c56e5ce1.csv",2019-09-27T15:00:00Z," ",2019-09-16,2019-09-27," ","despesas_acdf11c8-8cad-4a88-897a-663b5d32a52a.csv","documentosRelacionados_2ec4921a-676e-43a4-91db-44225fc0cad7.csv"," "," "," "," ",SC,Licitação,2019-09-27T08:00:00Z,"itensVencedores_f99890e2-a205-43cf-8983-4594c8b49968.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_53eb3ffa-482e-46c0-94d3-c7fe0c99fd49.csv",NÃO," ",2019-09-27T15:00:00Z," "," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",31,2019,31,2019,2019-04-30,"A presente licitação tem por objetivo a contratação de empresa especializada para locação, manutenção, configuração e suporte técnico de circuito fechado de televisão - CFTV, nas unidades de saúde , por um período de 12 meses, no Município de Criciúma - SC.",Convite,"Compras e Serviços","MENOR PRECO",2019-07-24,HOMOLOGADO," "," "," ","contratos_ca86b7ca-a377-4a55-a402-4d25d1d4e466.csv",2019-05-09T08:30:00Z," ",2019-04-30,2019-05-09," ","despesas_073fed5c-6a71-4d9c-aad1-77f5491df3a3.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-09T08:00:00Z,"itensVencedores_a850d930-be25-439e-be19-094a43c53178.csv",MURAL_PUBLICO," "," "," ","participantes_2c32d7fb-d205-4c38-b95a-e70bd6b8c4b3.csv",NÃO," ",2019-05-09T08:15:00Z,"Lei 8666/1993, Art. 22, III",120000,150962.4
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",32,2019,32,2019,2019-05-17,"O presente edital tem por objetivo a aquisição de materiais médico hospitalar, equipamentos eletroeletrônicos e eletrodomésticos, uniformes, rouparia de cama (enxoval) e outros para atendimento ao SAMU - Serviço de Atendimento Móvel de Urgência, pertencentes à Rede Municipal de Saúde de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2019-05-20,HOMOLOGADO," "," "," ","contratos_7a48c610-367f-4ac1-b4b5-264f3f48d18d.csv",2019-05-17T09:01:00Z," ",2019-05-08,2019-05-17," ","despesas_8a0fd823-c563-4ab6-a6b5-70d2d5edee03.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-17T08:00:00Z,"itensVencedores_93dfec73-c5f3-469e-a261-6ab730d79516.csv","JORNAL_DIVULGACAO_MUNICIPAL"," "," "," ","participantes_d56754ab-447a-4530-98ff-339228680029.csv",NÃO," ",2019-05-17T09:00:00Z,,82277.05,33906.1
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",27,2019,27,2019,2019-04-22,"Contratação de empresa para execução dos serviços necessários á realização das obras de terraplenagem, drenagem pluvial, pavimentação com revestimento em concreto asfáltico usinado à quente - CAUQ e sinalização horizontal e vertical em 27 (vinte e sete) ruas localizadas no bairro Quarta Linha -  município de Criciúma-SC. (CONVENIO: CAIXA ECONOMICA FEDERAL, Contrato nº 0519537 - DV: 74 / FINISA - PROGRAMA DE FINANCIAMENTO À INFRAESTRUTURA E AO SANEAMENTO).",Convite,"Obras e Serviços de Engenharia","MENOR PRECO",2019-05-22,HOMOLOGADO," "," "," ","contratos_bdcaf641-aac1-42f0-afdb-8c02cb0c107e.csv",2019-05-13T14:00:00Z," ",2019-04-22,2019-05-13," ","despesas_a8a12c43-4671-41e2-87f9-1a2c0322f1c8.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-13T08:00:00Z,"itensVencedores_f2a6836b-a773-4261-b2cb-2ceeb06f9aa3.csv",MURAL_PUBLICO," "," "," ","participantes_b506d45a-fbff-4078-b89b-c01ba3cfffe1.csv",NÃO," ",2019-05-13T13:45:00Z,"Lei 8666/1993, Art. 22, III",22623.84,17705
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",30,2019,30,2019,2019-05-02,"A contratação de empresa especializada para Manutenção preventiva e corretiva de 01(uma) plataforma elevatória hidráulica para acessibilidade no centro de especialidades em saúde - CES, localizado no bairro Santo Antônio, CRICIUMA - SC.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2019-05-02,HOMOLOGADO," "," "," ","contratos_099a1695-ce4b-4691-bca8-5156641ac3c9.csv",2019-04-30T08:01:00Z," ",2019-04-30,2019-04-30," ","despesas_895747ef-5419-491c-85bc-af02997e0756.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-04-30T08:00:00Z,"itensVencedores_35e98e6b-b2e5-4a5a-ad2d-3f72f687a292.csv",INTERNET," "," "," ","participantes_c8cda691-b401-4383-a9e9-c788f774c5ef.csv",NÃO," ",2019-04-30T08:00:00Z,,4188,4188
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",33,2019,33,2019,2019-05-06,"O presente edital tem por objetivo o registro de preços para a aquisição de utensílios de refrigeração (caixa térmica, termômetros), e eletrodomésticos para atendimento a vigilância epidemiológica, e uniforme (coletes), para atendimento da vigilância sanitária pertencentes a rede municipal de Saúde de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2019-06-10,HOMOLOGADO," ","atasRegistroPrecos_4635a229-2b6d-4313-acd6-460739688fc2.csv"," "," ",2019-05-29T09:01:00Z," ",2019-05-06,2019-05-29," ","despesas_10566717-880d-4e27-8a6b-61fe1cd64ddb.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-29T08:00:00Z,"itensVencedores_8eb14a1d-6217-4ff4-ad2f-ad3f66e2d0a7.csv",MURAL_PUBLICO," "," "," ","participantes_bcbc040b-a7c9-46f7-8c3c-132da4fceced.csv",SIM," ",2019-05-29T09:00:00Z,,62972.4,51905
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",39,2019,39,2019,2019-05-24,"Seleção de instituição sem fins lucrativos como Organização Social na área da saúde, devidamente qualificada no âmbito do município de Criciúma, nos termos da Lei Municipal 6.473/2014, com alterações subseqüentes, para celebração de Contrato de Gestão, objetivando o gerenciamento e a manutenção de 02(dois) serviços residenciais terapêuticos tipo II, componentes da rede de atenção psicossocial(RAPS) de Criciúma - SC.","Outras Modalidades","Compras e Serviços","MENOR PRECO",2019-09-13,HOMOLOGADO," "," "," ","contratos_c364de45-70f8-420e-bfbc-88a0f9f444ff.csv"," "," ",2019-05-23,," ","despesas_6f20bc78-643b-46fc-97d9-205b695aa69c.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Chamada pública / credenciamento"," ","itensVencedores_cf0d43b9-6455-4579-ab7f-5d31750234fe.csv",DIARIO_OFICIAL_UNIAO," "," "," ","participantes_f2b4682d-e90a-4ef8-ab03-564dd7b0bf50.csv",NÃO," "," ",,420000,420000
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",35,2019,35,2019,2019-05-07,"O presente edital tem por objetivo a contratação, através de empresas especializadas, para prestação de serviços de manutenção, conserto e assistência técnica de geladeiras e freezers, pertencentes e de responsabilidade da Secretaria Municipal de Saúde do município de Criciúma",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2019-05-28,HOMOLOGADO," "," "," ","contratos_cc051efa-d9d8-481b-8248-25356d4068e7.csv",2019-05-20T14:00:00Z," ",2019-05-07,2019-05-20," ","despesas_c2a808a9-af72-4dc6-b577-71408e578fe4.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-20T08:00:00Z,"itensVencedores_1a7c544f-a239-43a2-b4ff-96cffe5463ba.csv",MURAL_PUBLICO," "," "," ","participantes_01cd5ec3-47da-4699-9790-7f905c1bea27.csv",NÃO," ",2019-05-20T13:45:00Z,"Lei 8666/1993, Art. 22, III",37961.54,37011.89
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",38,2019,38,2019,2019-05-17,"O presente edital tem por objetivo a contratação de empresa para os serviços de: corte de grama, poda de árvores, limpeza de inços nos pisos do pátio e do jardim, manutenção das pinturas dos muros (interna e externamente), incluindo a alvenaria, as grades e telas, e também os meios fios, com o fornecimento de mão de obra, materiais e equipamentos necessários para a execução dos serviços, em atendimento aos serviços pertencentes a Secretaria Municipal de Saúde de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2019-05-31,HOMOLOGADO," "," "," ","contratos_940c9f54-6934-4837-b6eb-0b5982ab3a8c.csv",2019-05-30T09:01:00Z," ",2019-05-17,2019-05-30," ","despesas_3bf80929-80f7-4401-8ff7-389151a52c1f.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-30T08:00:00Z,"itensVencedores_2ade4538-7f09-445c-a865-da8439d5a992.csv",INTERNET," "," "," ","participantes_92a097ff-ef45-42c4-8497-13f41fa1787f.csv",NÃO," ",2019-05-30T09:00:00Z,,543471.6,334800
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",34,2019,34,2019,2019-05-07,"O presente edital tem por objetivo a contratação de empresa especializada, para a prestação de serviços de manutenção e fornecimento de peças de condicionadores de ar, nas unidades pertencentes a Secretaria Municipal de Saúde - Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2019-05-20,HOMOLOGADO," "," "," ","contratos_ce0df35a-3328-42a7-a400-b2ced331a4ee.csv",2019-05-17T15:31:00Z," ",2019-05-06,2019-05-17," ","despesas_c7881b23-2b2b-4eac-964a-b93a45c4d0dd.csv"," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2019-05-17T08:00:00Z,"itensVencedores_54352788-a705-4c40-ac91-01af925597b9.csv",INTERNET," "," "," ","participantes_3ddcc0fe-5353-4bc4-a46e-6db6b749371c.csv",NÃO," ",2019-05-17T15:30:00Z,,137185.05,89890.0
