nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",6,2018,6,2018,2018-05-03,"Locação do imóvel, locação de um imóvel localizado na Rua Alvaro Catão, n° 913 no bairro Operária Nova, em Criciúma - SC, devidamente registrado sob a matricula 126.321, para ser utilizado para a Ginástica Artística e Ginástica Rítmica.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2018-05-02,Homologado," "," ",Criciúma,"contratos_08dad0f2-2e2b-4393-b972-765eee8c1a59.csv",2018-05-02T08:00:00Z," ",2018-05-02," "," ","despesas_43342a2e-e640-46ab-9c22-aeefb6fdaaca.csv","documentosRelacionados_7e97c058-9baa-432a-b97e-e58e0c8d1a27.csv"," "," "," "," ",SC,Licitação,2018-05-02T08:00:00Z,"itensVencedores_cb172abf-def4-4de7-abb5-4ee03d4389eb.csv",Internet," "," ","NELI SEHNEM DOS SANTOS","participantes_d12d36f6-2f8a-4816-911d-870e3812aa59.csv",NÃO," ",2018-05-02T08:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",7,2018,7,2018,2018-05-15,"Contratação de empresa especializada no manejo de pombos e instalação de telas no ginásio municipal de esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2018-07-03,Homologado," "," ",Criciúma,"contratos_944540e9-90f2-4d2b-beeb-65799408a201.csv",2018-06-04T09:00:00Z," ",2018-05-15,2018-07-02," ","despesas_4e8fd639-b7a8-4981-9f9b-a45e6fc5d287.csv","documentosRelacionados_d55eaaaf-9c1c-4dea-b4a7-a2958f5dade8.csv"," "," "," "," ",SC,Licitação,2018-06-04T08:00:00Z,"itensVencedores_6d3f9e50-2ddf-4eff-bc39-fecf7c0bc9ab.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_caf342ea-dbd2-4de7-b9cf-9ddc713c201f.csv",NÃO," ",2018-06-04T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",8,2018,8,2018,2018-10-15,"Contratação de empresa em sanitização para limpeza da fachada na Fundação Municipal de Esportes.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2018-10-11,Homologado," "," ",Criciúma,"contratos_8d15e911-a719-4b84-b506-d2482dd4a76d.csv",2018-10-10T08:00:00Z," ",2018-10-10," "," ","despesas_649cf0f9-8951-475f-8443-daff9a7e47ad.csv","documentosRelacionados_edd5ad14-2318-44e6-aa28-1895326c6410.csv"," "," "," "," ",SC,Licitação,2018-10-10T08:00:00Z,"itensVencedores_3e433613-feb0-43ae-9a0e-c43d433240b6.csv",Internet," "," ","NELI SEHNEM DOS SANTOS","participantes_a8d03081-21d4-48fe-9770-fc5c224a4a43.csv",NÃO," ",2018-10-10T08:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2018,3,2018,2018-04-18,"Contratação de empresa especializada para execução dos serviços de transporte de atletas da Fundação Municipal de Esportes, em viagens, quando da participação em campeonatos oficiais no Estado de Santa Catarina e campeonatos interestaduais.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2018-06-06,Homologado," "," ",Criciúma,"contratos_7e9b8fd4-f21d-480c-8ab6-8a86b05a76cd.csv",2018-05-02T15:00:00Z," ",2018-04-18,2018-06-04," ","despesas_d7452c0d-5562-41e3-b761-49779de3083e.csv","documentosRelacionados_a0264705-61f3-43b8-9157-fc2bccbe5ef4.csv"," "," "," "," ",SC,Licitação,2018-05-02T08:00:00Z,"itensVencedores_868a1f35-88ab-4ec5-b740-20c4dad638f8.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_92b6ea2f-2409-422c-844b-8474232671c8.csv",NÃO," ",2018-05-02T15:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",4,2018,4,2018,2018-04-19,"Contratação de empresa para fornecimento de refeições (café, almoço, lanche e janta), a serem servidas diariamente para os atletas da Fundação Municipal de Criciúma, durante competições oficiais no Estado de Santa Catarina e interestaduais.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2018-05-28,Homologado," "," ",Criciúma,"contratos_0e588665-18bf-4fa1-8d56-41b32636c252.csv",2018-04-25T09:00:00Z," ",2018-04-19,2018-05-24," ","despesas_d3379704-7fff-4115-8e62-cb2ed075317c.csv","documentosRelacionados_6dd3bd2f-7713-4f87-90cd-9e1ccb9ae6a3.csv"," "," "," "," ",SC,Licitação,2018-04-25T09:00:00Z,"itensVencedores_32829e4b-0eba-4a9b-baed-ffae6ba023d5.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_530a196f-e146-4aa4-951e-f170e4a0a4bc.csv",NÃO," ",2018-04-25T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",5,2018,5,2018,2018-04-24,"O presente Edital  tem  por  objetivo a aquisição de traves, baliza para vôlei e tabelas de basquete para uso da Fundação Municipal de Esportes de Criciúma - SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2018-05-11,Homologado," "," ",Criciúma,"contratos_d8f695e6-06f4-4dc1-badd-2e1f6b67ae0a.csv",2018-05-07T15:00:00Z," ",2018-04-24,2018-05-07," ","despesas_aeb57a57-0fc7-48da-800e-5edee4f0a195.csv","documentosRelacionados_bdd35518-6c9c-4057-b64e-fd562b886790.csv"," "," "," "," ",SC,Licitação,2018-05-07T08:00:00Z,"itensVencedores_9b4c250a-21a9-42e1-9de9-b11847d13bec.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_aa7b9449-b4c9-4446-805a-bd0123bbd5b1.csv",NÃO," ",2018-05-07T14:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",1,2018,1,2018,2018-03-16,"Contratação de empresa especializada em recarga de créditos eletrônicos no sistema de bilhetagem eletrônica do sistema integrado de transporte coletivo de Criciúma (Cartão Criciumacard), os mesmos serão distribuídos aos atletas de diversas modalidades espostivas dentro do municipio de Criciúma.","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO",2018-03-15,Homologado," "," ",Criciúma,"contratos_5361dd09-2194-4f34-a803-961bdcd8351f.csv",2018-03-15T08:00:00Z," ",2018-03-15," "," ","despesas_ba3926c6-8fae-40be-8c39-87bfcb5b778f.csv","documentosRelacionados_6f3cc826-ecf3-470a-a60c-9a2d07bb6761.csv"," "," "," "," ",SC,Licitação,2018-03-15T08:00:00Z,"itensVencedores_0b13c4ad-a4f1-464e-b534-e2f3a989830f.csv","Diário Oficial da União"," "," ","NELI SEHNEM DOS SANTOS","participantes_dd51f2fa-5b27-4b3a-b7f8-368964d40b46.csv",NÃO," ",2018-03-15T08:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",2,2018,2,2018,2018-04-10,"Operacionalização da gestão e execução, pela contratada, das atividades e serviços para fomentar e executar práticas desportivas no Município de Criciúma, para atendimento de até 8.000 (oito mil) pessoas, de diversas faixas etárias e em diversos horários.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2018-04-05,Homologado," "," ",Criciúma,"contratos_9cc5e644-34ee-4a46-b881-9dc5dd83d802.csv",2018-04-05T08:00:00Z," ",2018-04-05," "," ","despesas_7198cf4b-bf60-4052-932a-d7cd73ad3013.csv","documentosRelacionados_16ec3c40-d4c1-4f2b-b9e0-26fed21ca0d3.csv"," "," "," "," ",SC,Licitação,2018-04-05T08:00:00Z,"itensVencedores_e4d20cce-29c0-4b0e-9fd8-7ad6a61d4594.csv",Internet," "," ","NELI SEHNEM DOS SANTOS","participantes_f78e9c88-6ebc-4807-a18b-ae0c0e37c58c.csv",NÃO," ",2018-04-05T08:00:00Z," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",73,2018,73,2018,2018-03-06,"Registro de preços para fornecimento e plantio de grama em leiva dos tipos sempre verde e esmeralda em praças, parques, rótulas, passeios e demais áreas públicas do Município de Criciúma.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2018-03-20,HOMOLOGADO," ","atasRegistroPrecos_58d56f0f-8e12-4a01-a549-2fb3ad36d4cb.csv"," "," ",2018-03-16T10:01:00Z," ",2018-03-02,2018-03-16," ","despesas_c3d80ae7-2522-4aed-9e2a-bb7d412d66f0.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2018-03-16T08:00:00Z,"itensVencedores_31ccad77-92c1-4841-8012-caf03657090c.csv",INTERNET,,," ","participantes_3d2902a0-d1f7-4c92-bce1-ddc8d243f50b.csv",SIM," ",2018-03-16T10:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",74,2018,74,2018,2018-03-05,"O presente Edital tem por objetivo a aquisição de placas para obras tipo lona front light, adesivos e banner, com entrega parcelada durante o período de 2018.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2018-04-09,HOMOLOGADO," "," "," ","contratos_26c0f1ed-06e2-4651-908f-7c242b5244da.csv",2018-03-16T11:00:00Z," ",2018-03-05,2018-03-16," ","despesas_81c4d13c-5476-45ef-851f-bd57ad09f049.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2018-03-16T08:00:00Z,"itensVencedores_327ef322-5aa1-4730-a38a-94846e24394b.csv",MURAL_PUBLICO,,," ","participantes_a334054d-8357-4658-bdee-747e2909c7f3.csv",NÃO," ",2018-03-16T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",78,2018,78,2018,2018-03-05,"A presente licitação tem por objetivo a contratação de empresa para instalação de um guincho hidráulico na plataforma de máquinas pesadas e equipamentos pertencente a Secretaria de Infraestrutura, Planejamento e Mobilidade Urbana do município de Criciúma/SC",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2018-03-28,HOMOLOGADO," "," "," ","contratos_8991a6cd-96a6-483c-b9a4-f61bf5e5cf80.csv",2018-03-21T14:00:00Z," ",2018-03-05,2018-03-21," "," "," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2018-03-21T08:00:00Z,"itensVencedores_7ca3377c-bc25-4a4f-a2ba-ad279b11f1c0.csv",MURAL_PUBLICO,,," ","participantes_3efc1d6e-7e81-45b4-9b19-b7f9310d5afd.csv",NÃO," ",2018-03-21T13:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",55,2018,55,2018,2018-02-23,"Contratação de empresa especializada na execução de serviços de análise e validação das faturas emitidas pelos fornecedores dos serviços de telemática, relativas aos serviços de telefonia fixa, telefonia móvel e link de dados, incluindo a elaboração do processo de contestação e o acompanhamento da correção dos valores das faturas da Administração Municipal de Criciúma",Convite,"Compras e Serviços","MENOR PRECO",2018-03-12,HOMOLOGADO," "," "," ","contratos_6e7dd1a0-2e17-4218-8c33-9320f81ed452.csv",2018-03-08T09:00:00Z," ",2018-02-23,2018-03-08," ","despesas_f4c14694-1fb4-447d-94ff-77dde716fd1b.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2018-03-08T08:00:00Z,"itensVencedores_d4c27394-7229-49cc-9d74-65395c34cb15.csv",MURAL_PUBLICO,,," ","participantes_764437c6-fb66-484f-96da-43daf30acfdd.csv",NÃO," ",2018-03-08T08:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",56,2018,56,2018,2018-02-28,"A presente licitação tem por objetivo a contratação de empresa especializada para prestação de serviço de disponibilização, instalação, operação e manutenção de equipamentos eletrônicos de controle de tráfego para o monitoramento foto-eletrônico do trânsito do município de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2018-04-25,HOMOLOGADO," "," "," ","contratos_cc039c67-58cc-459c-86e2-ed06f5c25704.csv",2018-04-09T09:01:00Z," ",2018-02-26,2018-04-09," ","despesas_b3c68655-d866-429a-8a6c-d17ece5e7a80.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2018-04-09T08:00:00Z,"itensVencedores_31fc4964-9656-4b93-b894-121a5646954d.csv",INTERNET,,," ","participantes_dc82edbf-dfbf-4277-bdaa-3c21a5dcdf3c.csv",NÃO," ",2018-04-09T09:00:00Z,," "," "
