nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2015,3,2015,2015-05-14,"Contratação de empresa do ramo pertinente, para confecção de medalhas, para uso nas diversas competições esportivas da Fundação Municipal de Esportes de Criciúma/SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2015-06-15,Homologado," "," ",Criciúma,"contratos_852431bf-7a24-446e-9785-238346f59d6c.csv",2015-05-26T11:00:00Z," ",2015-05-14,2015-05-26," ","despesas_d38c4a59-42a7-4665-b582-6848fc8e2c9a.csv","documentosRelacionados_1f2fd99a-7228-48d8-a761-2627c499e5c9.csv"," "," "," "," ",SC,Licitação,2015-05-26T08:00:00Z,"itensVencedores_6976a178-cdae-480e-aa22-c1c3edff888f.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_4439a892-b710-4e74-9754-7b61cacaf732.csv",NÃO," ",2015-05-26T10:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",5,2015,5,2015,2015-05-26,"Aquisição de jogos de xadrez gigante, para atendimento as escolas e projetos ao ar livre da Fundação Municipal de Esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2015-07-30,Homologado," "," ",Criciúma,"contratos_ede9d13b-bc0e-45bd-8613-7d8cc4f58b3c.csv",2015-07-30T09:00:00Z," ",2015-05-26,2015-07-30," ","despesas_365efa3f-71d8-40df-bee3-8d2ec026a17a.csv","documentosRelacionados_2dd60cb3-427d-4089-910e-bbc8cfcbcd3b.csv"," "," "," "," ",SC,Licitação,2015-07-30T08:00:00Z,"itensVencedores_29690f38-b824-4428-82eb-4ad508503084.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_4b2e576e-1b2c-4054-b4c1-fd73c80be8bd.csv",NÃO," ",2015-07-30T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",6,2015,6,2015,2015-08-05,"Contratação de empresa do ramo pertinente, para confecção de uniformes esportivos (Kit com camisa e bermuda) para o PROJETO CIDADE EM AÇÃO pertencente a Fundação Municipal de Esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2015-08-21,Homologado," "," ",Criciúma,"contratos_c893b7cb-2f7e-4a65-a310-b6a80df3614f.csv",2015-08-17T15:30:00Z," ",2015-08-04,2015-08-17," ","despesas_9a848dad-f415-45f2-bc6a-1016f3d1e2e4.csv","documentosRelacionados_2e2cba06-f6b8-4c7e-b05f-7d4a15be453f.csv"," "," "," "," ",SC,Licitação,2015-08-17T08:00:00Z,"itensVencedores_2f003391-7e43-46c5-aafd-fdd2b3c90a81.csv",Internet," "," ","NELI SEHNEM DOS SANTOS","participantes_e3eb7fd4-cf76-4fbc-ab8d-be6269c055a5.csv",NÃO," ",2015-08-17T15:30:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",4,2015,4,2015,2015-05-22,"Aquisição de materiais esportivos, para uso nas diversas modalidades esportivas e nos Projetos de Inclusão Social da Fundação Municipal de Esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2015-08-11,Homologado," "," ",Criciúma,"contratos_73827958-188e-440a-8519-891cf0148306.csv",2015-07-29T09:00:00Z," ",2015-05-22,2015-08-06," ","despesas_30fbf01c-9949-4be2-9d98-8b72e34a888d.csv","documentosRelacionados_87dafcba-b985-4929-919c-83415db63350.csv"," "," "," "," ",SC,Licitação,2015-07-29T08:00:00Z,"itensVencedores_e7768163-5d56-4ed0-a8fe-5e954dd7eec1.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_9441319c-92a4-4e3a-a8a4-396f21593b98.csv",NÃO," ",2015-07-29T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",7,2015,7,2015,2015-08-12,"Registro de preços, para aquisições futura de troféus para as competições da Fundação Municipal de Esportes de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2015-08-28,Homologado," ","atasRegistroPrecos_4a1e2eac-e8bd-4df3-8b65-f297ec5ea930.csv",Criciúma," ",2015-08-26T09:00:00Z," ",2015-08-12,2015-08-26," ","despesas_a9406375-af41-45e3-a495-1690286f34e4.csv","documentosRelacionados_3829cd25-8744-4ba6-9755-d46c97667dbb.csv"," "," "," "," ",SC,Licitação,2015-08-26T08:00:00Z,"itensVencedores_a6b88a55-391f-4d70-a182-bead7f2915dc.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_a4217f9a-cc35-432d-99e3-604cef105fca.csv",SIM," ",2015-08-26T09:00:00Z," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",244,2015,244,2015,2015-11-27,"Contratação de serviço de tecnologia da informação, no âmbito do Programa de Gestão Tributária aprovado pela CIGA - onde integra nota fiscal eletrônico, REGIN, atualização de cadastro na Junta Comercial.","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO",2015-11-26,HOMOLOGADO," "," "," ","contratos_c1df9d9d-d1c5-4536-9d58-f9cbe89770ab.csv",2015-11-26T14:00:00Z," ",2015-11-26,2015-11-26," "," "," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Inexigibilidade de licitação",2015-11-26T12:30:00Z,"itensVencedores_aea11668-0bdb-4dce-a894-37bb37eced1b.csv",INTERNET,,," ","participantes_e3c0d20b-773d-44d3-a2fa-42a493f90423.csv",NÃO," ",2015-11-26T13:45:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",247,2015,247,2015,2015-12-09,"Contratação de empresa(s) do ramo pertinente,  para execução de serviços necessários á realização das obras de reforma da 1ª etapa do edifício sede da Prefeitura Municipal de Criciúma - Paço Municipal Marcos Rovaris -, localizado na rua Domênico Sônego nº 542 - bairro Pinheirinho, distribuídos em 3 (três)  lotes. CONVENIO - ESTADO DE SANTA CATARINA/FUNDOSOCIAL - subação 11106.",Concorrência,"Obras e Serviços de Engenharia","MENOR PREÇO GLOBAL POR LOTE",2016-08-19,HOMOLOGADO," "," "," ","contratos_ef77b333-f62b-4289-adcb-a618540d5af9.csv",2016-01-11T14:00:00Z," ",2015-12-03,2016-01-11," ","despesas_57664910-5733-4e11-8c4b-73d57052ead2.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Concorrência,2016-01-11T12:30:00Z,"itensVencedores_42b97bea-ad9e-4397-8737-4ead557eb4e4.csv",DIARIO_OFICIAL_UNIAO,,," ","participantes_6376c004-1a29-4d2b-a391-57b46c57514b.csv",NÃO," ",2016-01-11T13:45:00Z,"Lei 8666/1993, Art. 22, I"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",240,2015,240,2015,2015-11-27,"Registro de preços de Materiais para aquisições futuras destinados à conserto, restauração e manutenção predial na CIRETRAN de Criciúma/SC., de acordo com Convênio PMC SSP TRÂNSITO.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2015-12-15,HOMOLOGADO," ","atasRegistroPrecos_c67fa2bf-44d8-4d17-85d9-0c3a9f7ea2b4.csv"," "," ",2015-12-14T14:01:00Z," ",2015-11-23,2015-12-14," "," "," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão presencial",2015-12-14T12:30:00Z,"itensVencedores_c56e11be-ab34-46ed-9fb2-e7d099ee9931.csv",INTERNET,,," ","participantes_89bed342-9571-4cf3-a946-612f6c417024.csv",SIM," ",2015-12-14T14:00:00Z,," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",242,2015,242,2015,2015-11-26,"Seleção de instituição financeira para concessão com exclusividade dos direitos referentes á administração das contas salários dos servidores ativos, inativos e pensionistas da administração direta e indireta do Município de Criciúma, bem como a concessão real de uso de espaço físico para instalação de PAB - Posto de Atendimento Bancário e Postos de Auto-Atendimento/Caixas Eletrônicos.","Outras Modalidades","Compras e Serviços","MENOR PRECO",2015-11-25,HOMOLOGADO," "," "," ","contratos_fc284f81-bddb-49b9-a7e3-ecfde55e6b1c.csv"," "," ",2015-11-25,," ","despesas_78472892-ecee-46ce-b06e-bcd2e72e70e0.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Outras Modalidades"," ","itensVencedores_95beec6e-852c-408e-92dd-4620a2e75718.csv",INTERNET,,," ","participantes_4d97159f-9adf-4835-a829-b14351cc2398.csv",NÃO," "," ",," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",245,2015,245,2015,2015-12-02,"O presente Termo Contratual tem por objetivo o fornecimento, de forma parcelada, de água mineral na CIRETRAN de Criciúma/SC, para o período de janeiro à dezembro de 2016","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2015-12-01,HOMOLOGADO," "," "," ","contratos_260c6d27-ed57-432d-a51d-7378cdf64774.csv",2015-12-01T14:00:00Z," ",2015-12-01,2015-12-01," ","despesas_dd46e26d-1c20-4136-8a0e-876044689fe0.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Dispensa de licitação",2015-12-01T12:30:00Z,"itensVencedores_37bf2555-f924-4865-b09c-4a3ec7373045.csv",DIARIO_OFICIAL_UNIAO,,," ","participantes_41bcd4b7-ab9f-474e-9382-5798489f9962.csv",NÃO," ",2015-12-01T13:45:00Z,," "," "
