nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",59,2024,59,2024," ","Locação, em caráter emergencial, de 1 (um) caminhão tanque espargidor de asfalto destinado ao atendimento da demanda de pavimentação asfáltica do município de Criciúma/SC.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2024-04-17,HOMOLOGADO," "," "," ","contratos_0d1116b3-2522-4f26-9df5-cdac9966dc57.csv",2024-04-17T08:00:00Z," ",2024-04-17,2024-04-17," "," ","documentosRelacionados_101e1524-460f-4e4f-9780-2c9c8c63c420.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-04-17T08:00:00Z,"itensVencedores_a00b8a90-6dc7-4215-8079-65db2d70e2ad.csv"," "," "," "," ","participantes_3a8fb9ca-807f-4f74-be4e-64926bef6b93.csv",NÃO," ",2024-04-17T08:00:00Z,"Lei 14133/2021, Art. 75, I",119800,119800
"PREFEITURA MUNICIPAL DE CRICIUMA",1,2024,1,2024," ","Aquisição de gêneros alimentícios diretamente da Agricultura Familiar, Empreendedor Familiar Rural ou suas organizações, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE, destinados a Alimentação Escolar dos alunos da Rede Municipal de Ensino e entidades filantrópicas conveniadas, atendidos pela Secretaria de Educação do Município de Criciúma/SC.","Inexigibilidade de licitação","Compras e Serviços","CREDENCIAMENTO QTDADE RATEADA",2024-03-06,HOMOLOGADO," "," "," ","contratos_a9703d3d-30f3-4dfb-ad32-8730d0d1a53e.csv",2024-02-20T08:00:00Z," ",2024-01-26,2024-02-20," "," ","documentosRelacionados_e7f32c96-2a2f-4508-ae20-4740449be450.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-01-26T08:00:00Z,"itensVencedores_7fe7482d-a38d-45fd-b3fe-383f1a68bb5f.csv"," "," "," "," ","participantes_1e488694-a3fc-4a60-b7b1-b1b866419284.csv",NÃO," ",2024-02-20T08:00:00Z,"Lei 14133/2021, Art. 74, II",1.115447588E7,1.115447588E7
"PREFEITURA MUNICIPAL DE CRICIUMA",182,2024,182,2024," ","Aquisição de materiais esportivos para uso nas unidades de Ensino da Secretaria Municipal de Educação de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO GLOBAL"," ",REVOGADO," "," "," "," ",2024-11-11T09:00:00Z," ",2024-10-25,2024-11-11,2024-11-12," ","documentosRelacionados_9d7ac1ca-663c-405d-9d8e-826bc64fe23f.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-10-25T08:00:00Z," "," "," ","Razões de Interesse Público"," "," ",NÃO," ",2024-11-11T08:30:00Z,"Lei 14133/2021, Art. 75, I",28610," "
"PREFEITURA MUNICIPAL DE CRICIUMA",196,2024,196,2024,2024-11-07,"Contratação de empresa para fornecimento de nobreaks e baterias seladas, a fim de, atender as necessidades elétricas da Prefeitura Municipal de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO POR ITEM",2025-02-27,HOMOLOGADO," "," "," ","contratos_76b38002-840e-422f-add2-6abbea4b8db9.csv",2024-11-13T09:00:00Z," ",2024-08-21,2024-11-13," "," ","documentosRelacionados_81106453-0cf3-4589-b3a6-311651883d49.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-11-07T15:30:00Z,"itensVencedores_4722ba25-87a7-4ff2-afc9-a2fe1bd4d74b.csv",INTERNET," "," "," ","participantes_4a6d297f-44a4-4b36-b052-cbbbc82edeeb.csv",NÃO," ",2024-11-13T08:30:00Z,"Lei 14133/2021, Art. 75, II",29348.57,18996.6
"PREFEITURA MUNICIPAL DE CRICIUMA",212,2024,212,2024,2024-12-06,"Contratação de empresa especializada para a Prestação de serviços gráficos, sob demanda, compreendendo à produção de convites, panfletos, livretos, folders, banners e demais serviços em atendimento às necessidades do município de Criciúma/SC.","Dispensa eletrônica","Prestação de serviços","MENOR PRECO GLOBAL",2024-12-19,HOMOLOGADO," "," "," ","contratos_fe28fe14-cf0c-4698-bc5d-1e7a89999359.csv",2024-12-12T09:00:00Z," ",2024-10-24,2024-12-12," "," ","documentosRelacionados_74277214-c540-4e01-bcfa-3b35de0d91bb.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-12-09T08:00:00Z,"itensVencedores_ea32417b-32e0-4d22-9490-98d90dda2ac1.csv",INTERNET," "," "," ","participantes_c10c958c-f4e9-4ed8-ad75-a1f073ecbbbb.csv",NÃO," ",2024-12-12T08:30:00Z,"Lei 14133/2021, Art. 75, I",57797,39200.0
"PREFEITURA MUNICIPAL DE CRICIUMA",44,2024,44,2024," ","Contratação de empresa especializada, para o fornecimento de material de higiene e limpeza para as unidades da Polícia Civil e CIRETRAN de Criciúma/SC.","Dispensa eletrônica","Compras e Serviços","MENOR PRECO GLOBAL",2024-04-18,HOMOLOGADO," "," "," ","contratos_12692b16-3378-453c-aa2c-63d57f9d4ff2.csv",2024-04-16T09:00:00Z," ",2024-04-08,2024-04-16," "," ","documentosRelacionados_bbce3d62-adec-43fe-b983-bb6acd640dce.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-04-08T08:00:00Z,"itensVencedores_3dc2f89f-eec3-4207-9a76-26638f3f6aaa.csv"," "," "," "," ","participantes_c4b04d13-7c48-43b6-b658-02ed60bb660c.csv",NÃO," ",2024-04-16T09:00:00Z,"Lei 14133/2021, Art. 75, II",13589.7,13589.7
"PREFEITURA MUNICIPAL DE CRICIUMA",169,2024,169,2024," ","Aquisição de ares condicionados em atendimento às necessidades do 4º Batalhão de Bombeiros Militar de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO POR ITEM"," ",REVOGADO," "," "," "," ",2024-09-19T09:00:00Z," ",2024-08-06,2024-09-19,2024-10-04," ","documentosRelacionados_5d3774b3-2659-41d2-a4df-42400565a300.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-09-10T08:00:00Z," "," "," ","Razões de Interesse Público"," "," ",NÃO," ",2024-09-19T08:30:00Z,"Lei 14133/2021, Art. 75, I",19600," "
"PREFEITURA MUNICIPAL DE CRICIUMA",175,2024,175,2024," ","Contratação de empresa especializada, para fornecimento e instalação de calhas na estrutura da cobertura, da travessa Henrique Lodetti (Rua Coberta Giro Lodetti), no Município de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO GLOBAL"," ",REVOGADO," "," "," "," ",2024-10-09T09:00:00Z," ",2024-09-13,2024-10-09,2024-10-11," ","documentosRelacionados_e2dedeed-f938-46d9-a37f-1652f635917e.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-09-30T08:00:00Z," "," "," ","Licitação deserta"," "," ",NÃO," ",2024-10-09T09:00:00Z,"Lei 14133/2021, Art. 75, II",40459," "
"PREFEITURA MUNICIPAL DE CRICIUMA",43,2024,43,2024," ","Contratação de empresa especializada, para o fornecimento de material de informática para as unidades da Polícia Civil e CIRETRAN de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO POR ITEM",2024-04-18,HOMOLOGADO," "," "," ","contratos_d690947a-9c7b-4aa1-9d5f-c9caf8a3aad3.csv",2024-04-15T09:00:00Z," ",2024-02-08,2024-04-15," "," ","documentosRelacionados_3a0b5f13-a813-4c1a-9502-d3a55fb841c2.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-04-08T08:00:00Z,"itensVencedores_1cc7c394-fce4-4926-8f39-39a8cf71fdc6.csv"," "," "," "," ","participantes_b567d77a-db4f-468c-b90b-c7e8b756f844.csv",NÃO," ",2024-04-15T09:00:00Z,"Lei 14133/2021, Art. 75, II",18914,10548.42
"PREFEITURA MUNICIPAL DE CRICIUMA",77,2024,77,2024," ","Contratação de empresa especializada, para fornecimento e instalação de toldos na estrutura da cobertura, da travessa Henrique Lodetti (Rua Coberta Giro Lodetti), no Município de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO POR ITEM",2024-05-17,HOMOLOGADO," "," "," ","contratos_91cb0416-3c18-4f42-9226-cd69f3c3f9a3.csv",2024-05-15T09:00:00Z," ",2024-05-09,2024-05-15," "," ","documentosRelacionados_1c7940ed-0276-4e17-868e-3621dbb115bc.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-05-10T08:00:00Z,"itensVencedores_ff292802-2034-4bbd-b71d-fe92ac8c1901.csv"," "," "," "," ","participantes_03a49700-55f9-4a4c-94f5-0e4163c907c2.csv",NÃO," ",2024-05-15T09:00:00Z,"Lei 14133/2021, Art. 75, II",44384.4,42000
"PREFEITURA MUNICIPAL DE CRICIUMA",161,2024,161,2024," ","Contratação da empresa Editora Notícias do Dia, CNPJ 00.481.841/0001-68, cujo objetivo é a aquisição serviço de assinatura mensal da Revista ""Its"", para alunos do 5° ao 9° ano do Ensino Fundamental da Rede Municipal de Ensino, Escolas de 1º ao 5º ano do Centro de Educação Infantil e Secretaria Municipal de Educação, para o ano de 2024.","Inexigibilidade de licitação","Aquisição de bens","MENOR PRECO",2024-09-05,HOMOLOGADO," "," "," "," ",2024-09-05T08:00:00Z," ",2024-08-22,2024-09-05," "," "," ","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-09-05T08:00:00Z,"itensVencedores_10c63a16-d233-4fdd-8c4c-b8a8e95696b8.csv"," "," "," "," ","participantes_1ccae49a-7176-4ffa-a96f-a29b567da205.csv",NÃO," ",2024-09-05T08:00:00Z,"Lei 14133/2021, Art. 74, I",148500,148500
"PREFEITURA MUNICIPAL DE CRICIUMA",147,2024,147,2024," ","Aquisição do software GBS Biometric Capture Component (GBS BCC) para suprir os atendimentos no centro de identificação cidadã CICRI, visando o acordo de cooperação técnica 2024TN000005/PCI firmado com a Polícia científica de Santa Catarina.","Inexigibilidade de licitação","Prestação de serviços","MENOR PRECO",2024-08-09,HOMOLOGADO," "," "," "," ",2024-08-09T08:00:00Z," ",2024-07-08,2024-08-09," "," ","documentosRelacionados_8e63ad9d-269d-4898-a264-e1e9f9c55ce5.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-08-09T08:00:00Z,"itensVencedores_854423b2-7ed3-46e2-b699-d2161f994ed3.csv"," "," "," "," ","participantes_c908f778-8862-444c-918d-44ff922bd7ef.csv",NÃO," ",2024-08-09T08:00:00Z,"Lei 14133/2021, Art. 74, II",17860.8,17860.8
"PREFEITURA MUNICIPAL DE CRICIUMA",134,2024,134,2024," ","Aquisição de equipamentos (webcam, leitor biométrico e scanner de mesa) a serem utilizados no posto de atendimento de solicitação de Carteira de Identidade Nacional – CIN, para fins de identificação civil, entre a Polícia Científica de Santa Catarina e o Município de Criciúma/SC.","Dispensa eletrônica","Aquisição de bens","MENOR PRECO POR ITEM",2024-08-07,HOMOLOGADO," "," "," ","contratos_f96a86a7-d4b8-4e28-80bb-88d5a02752ed.csv",2024-07-29T09:00:00Z," ",2024-07-23,2024-07-29," "," ","documentosRelacionados_7212db2b-5737-4e11-857d-e0ff55584cc5.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2024-07-23T08:00:00Z,"itensVencedores_e68b1114-c00d-4123-abf2-226b799a08fc.csv"," "," "," "," ","participantes_368a5c2c-95f1-49b4-90be-446e3459020a.csv",NÃO," ",2024-07-29T09:00:00Z,"Lei 14133/2021, Art. 75, II",27099,13356.0
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",2,2024,2,2024," ","Contratação de empresa especializada, na prestação de serviços de transporte por meio de ambulância “tipo B”, para a 15ª edição dos Jogos Abertos da Terceira Idade – JASTI, sediada pelo município de Criciúma/SC.","Dispensa eletrônica","Compras e Serviços","MENOR PRECO GLOBAL",2024-04-30,HOMOLOGADO," "," "," "," ",2024-04-30T09:00:00Z," ",2024-03-27,2024-04-30," "," "," ",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2024-04-30T08:00:00Z,"itensVencedores_f54bf87a-73c9-4f60-9709-a77315e05838.csv"," "," "," "," ","participantes_ef3271da-2945-486c-ab58-a5af5cd18947.csv",NÃO," ",2024-04-30T08:00:00Z,"Lei 14133/2021, Art. 75, I",6500,13000
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2024,3,2024," ","Contratação de empresa especializada, na prestação de serviços de transporte para deslocamento da equipe da FESPORTE e arbitragem, para a 15ª edição dos Jogos Abertos da Terceira Idade – JASTI, sediada pelo município de Criciúma/SC.","Dispensa eletrônica","Compras e Serviços","MENOR PRECO"," ",REVOGADO," "," "," "," ",2024-04-30T09:00:00Z," ",2024-04-30,2024-04-30,2024-04-30," "," ",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2024-04-30T09:00:00Z," "," "," ","Licitação deserta"," "," ",NÃO," ",2024-04-30T09:00:00Z,"Lei 14133/2021, Art. 75, I",24948," "
"FUNDAÇÃO CULTURAL DE CRICIÚMA",4,2024,4,2024,2024-08-14,"Prestação de serviços de assessoria referente a planejamento, consultoria, gestão, acompanhamento e prestação de contas para implementação e aplicação da Lei Complementar 14.399/2022, Política Nacional Aldir Blanc de Fomento à Cultura, para o Município de Criciúma através do Fundo Municipal de Incentivo Cultural de Criciúma.","Pregão eletrônico","Prestação de serviços","MENOR PRECO GLOBAL",2024-10-07,HOMOLOGADO," "," "," ","contratos_8fc49ea0-ef26-4ead-b031-80bb3239539a.csv",2024-08-27T14:00:00Z," ",2024-05-27,2024-08-27," "," ","documentosRelacionados_c7265f33-3a83-4eac-8711-85734580017d.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2024-08-13T08:00:00Z,"itensVencedores_950a0f3a-9428-4ee8-9ac0-a593997a8ad6.csv",MURAL_PUBLICO," "," "," ","participantes_cfb0e89a-4b9d-4c29-b3f9-35e9efc6a00d.csv",NÃO," ",2024-08-27T14:00:00Z,"Lei 14133/2021, Art. 28, I",64700,59980
"FUNDAÇÃO CULTURAL DE CRICIÚMA",1,2024,1,2024,2024-05-02,"Contratação de empresa especializada na produção artística (musical) para as festividades de comemoração e inauguração da Rua Coberta - Giro Henrique Lodetti, a ser realizada no dia 4 de maio de 2024, na região central de Criciúma.","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO",2024-05-02,HOMOLOGADO," "," "," ","contratos_f351142c-af5f-492d-a006-e1719694d22e.csv",2024-05-02T08:00:00Z," ",2024-05-02,2024-05-02," "," ","documentosRelacionados_9fde41f4-1403-4904-9deb-f797cd3e3894.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2024-05-02T08:00:00Z,"itensVencedores_79eb8133-e908-4b6e-9c0e-e6d5b1172036.csv",INTERNET," "," "," ","participantes_94ee38b2-a2b6-4673-8c36-ee5a1e65eea9.csv",NÃO," ",2024-05-02T08:00:00Z,"Lei 14133/2021, Art. 74, II",40000,40000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",3,2024,3,2024,2024-05-28,"Contratação de empresa do ramo pertinente, para fornecimento e instalação de contêiner com banheiro, para controle de acesso, acomodação dos servidores e atendimento do público visitante do Mirante Realdo Santos Guglielmi, localizado na Rua Honório Búrigo, bairro Cruzeiro do Sul, Criciúma/SC.","Pregão eletrônico","Prestação de serviços","MENOR PRECO GLOBAL",2024-07-10,HOMOLOGADO," "," "," ","contratos_0a8d4c19-4bb4-46b1-acc7-c15fa1165b00.csv",2024-06-14T09:00:00Z," ",2024-05-27,2024-06-14," "," ","documentosRelacionados_902708f1-2503-41f2-94c6-eace60e404d1.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2024-05-27T08:00:00Z,"itensVencedores_38c59558-b06d-4f7d-ab22-5494f79ec569.csv",INTERNET," "," "," ","participantes_a56906ad-b422-4428-ba12-0d2a9d0f74f5.csv",NÃO," ",2024-06-14T09:00:00Z,"Lei 14133/2021, Art. 28, I",60000,44000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",6,2024,6,2024,2024-10-19,"Contratação de empresa especializada para a locação dos materiais e insumos, além da execução dos serviços de montagem, instalação, manutenção e desmontagem da decoração e iluminação natalina nos parques, praças e vias públicas do Município de Criciúma.","Pregão eletrônico","Obras e Serviços de Engenharia","MENOR PRECO GLOBAL",2024-11-01,HOMOLOGADO," "," "," ","contratos_23cb4391-8214-45ef-8511-c9b9556478a0.csv",2024-10-30T09:00:00Z," ",2024-10-11,2024-10-30," "," ","documentosRelacionados_6ca2e961-bd1e-42a4-b36a-138bdbbe1b69.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2024-10-15T08:00:00Z,"itensVencedores_d6b07232-5d78-4460-8443-fce71af6af1b.csv",MURAL_PUBLICO," "," "," ","participantes_6f932ae0-e6f9-459b-a48b-b1e0c2e5d043.csv",NÃO," ",2024-10-30T09:00:00Z,"Lei 14133/2021, Art. 28, I",831261.48,705000
