nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2022,3,2022,2022-04-22,"Aquisição de biombos metálicos para alocação e divisão de espaços nos núcleos esportivos de responsabilidade da Fundação Municipal de Esportes","Pregão eletrônico","Compras e Serviços","MENOR PRECO GLOBAL",2022-05-10,HOMOLOGADO," "," "," ","contratos_63571252-7c87-4a95-b522-ca477cf67f96.csv",2022-05-10T09:00:00Z," ",2022-03-16,2022-05-10," "," ","documentosRelacionados_39230cbd-14ff-4fcc-8f79-37fb928c794e.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,"Pregão eletrônico",2022-03-16T08:00:00Z,"itensVencedores_2180fd5b-5333-492d-a587-b6fcb82a1192.csv",INTERNET,,," ","participantes_86df585e-0e6d-42b5-9838-3eeb6070eec0.csv",NÃO," ",2022-05-10T09:00:00Z,"Lei 10520/2002, Art. 37, XXI"," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",2,2022,2,2022,2022-03-31,"Aquisição de troféus e medalhas para premiação de atletas participantes de competições organizadas pela Fundação Municipal de Esportes","Pregão eletrônico","Compras e Serviços","MENOR PRECO GLOBAL",2022-04-12,HOMOLOGADO," "," "," ","contratos_ffbe99e2-5224-49c0-b692-ce92ab87fc2d.csv",2022-04-12T09:00:00Z," ",2022-02-22,2022-04-12," "," ","documentosRelacionados_67fb19f0-f2df-4804-a5e6-c8bb2846f428.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,"Pregão eletrônico",2022-02-22T08:00:00Z,"itensVencedores_13bd1b3d-3a2c-46ae-ab12-c3d29c031bfc.csv",INTERNET,,," ","participantes_e5f0f263-e1b2-4f79-b3dd-17c41a75f3c1.csv",NÃO," ",2022-04-12T09:00:00Z,"Lei 10520/2002, Art. 37, XXI"," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",4,2022,4,2022,2022-06-22,"Contratação de empresa especializada para prestação de serviços de árbitros, assistentes e delegados, para arbitragem dos jogos dos campeonatos municipais não profissionais de futebol de campo, organizados ou com apoio da Fundação Municipal de Esportes, no Município de Criciúma/SC","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2022-07-06,HOMOLOGADO," "," "," ","contratos_c225c2bf-0835-4798-a178-79382f30f401.csv",2022-07-05T14:00:00Z," ",2022-06-06,2022-07-05," "," ","documentosRelacionados_65f05f2d-a5e8-4cf9-91f4-660634be8680.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,"Pregão presencial",2022-06-06T08:00:00Z,"itensVencedores_3c244e56-39b4-4691-b2dc-d1899983c9e1.csv",INTERNET,,," ","participantes_da4d70bc-da17-4ce0-8e52-fd1eb2d1132f.csv",NÃO," ",2022-07-05T14:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",6,2022,6,2022,2022-08-01,"Contratação de empresa especializada em recargas de créditos eletrônicos no sistema de bilhetagem eletrônica do sistema integrado de transporte coletivo de Criciúma, a fim de atender aos atletas da Fundação Municipal de Esportes","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO",2022-08-01,HOMOLOGADO," "," "," ","contratos_b48637b5-055f-4e13-a184-a70650666d59.csv",2022-08-01T08:00:00Z," ",2022-07-12,2022-08-01," "," ","documentosRelacionados_ec62b023-62bf-431b-9691-fa24f9257f3f.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,"Inexigibilidade de licitação",2022-07-12T08:00:00Z,"itensVencedores_666dc95a-3a75-428a-9a9a-75359bf400a9.csv",INTERNET,,," ","participantes_2d481c92-74a6-4c40-a007-553376a01ff5.csv",NÃO," ",2022-08-01T08:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",1,2022,1,2022,2022-03-03,"Aquisição de kit’s da modalidade de Badminton, para implantação e desenvolvimento de projetos esportivos no Município de Criciúma/SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2022-03-22,HOMOLOGADO," "," "," ","contratos_1c0e366c-728a-4db9-ade0-fc1e8e7bb961.csv",2022-03-15T15:00:00Z," ",2022-02-02,2022-03-15," "," ","documentosRelacionados_7024e283-c7c8-45d9-87f6-c3e2c5437e84.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Convite,2022-02-02T08:00:00Z,"itensVencedores_21781b78-02f6-4343-b23f-31b9ff840ded.csv",INTERNET,,," ","participantes_9b804190-43a3-432f-a54b-2bf2bcac832e.csv",NÃO," ",2022-03-15T15:00:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",5,2022,5,2022,2022-06-22,"Contratação de empresa especializada para servir alimentação aos atletas, comissão técnica e demais funcionários da Fundação Municipal de Esportes ou aqueles que estiverem à serviço dela, quando da participação em etapa regional e estadual de JASC, PARAJASC, JASTI OLESC e Joguinhos Abertos de Santa Catarina, além de outras competições que assim demandarem.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2022-07-06,HOMOLOGADO," "," "," ","contratos_6c57611f-6e4e-4139-8705-39d364d6f223.csv",2022-07-06T09:00:00Z," ",2022-03-21,2022-07-06," "," ","documentosRelacionados_a72edae4-41ae-43cc-9a64-433791ae9436.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,"Pregão presencial",2022-03-21T08:00:00Z,"itensVencedores_2981e174-76fc-422e-a464-6891860e5382.csv",INTERNET,,," ","participantes_8f7712d0-8d01-4654-bc5e-e8f112a4e62e.csv",NÃO," ",2022-07-06T09:00:00Z,"Lei 8666/1993, Art. 15, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",149,2022,149,2022,2022-07-08,"Contratação de empresa especializada para realizar as obras de implantação de pavimentação asfáltica da rua Zeferino Pelegrini, localizada no bairro Mina do Mato, no município de Criciúma - SC.","Tomada de preços","Compras e Serviços","MENOR PRECO",2022-08-08,HOMOLOGADO," "," "," ","contratos_1f93625c-8abc-484b-b24c-aba3aaa6df6a.csv",2022-08-02T10:00:00Z," ",2022-06-14,2022-08-02," "," ","documentosRelacionados_510a3b0a-80d7-488f-9148-e2c7b6bc1d0d.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2022-06-14T08:00:00Z,"itensVencedores_aead876b-9498-47da-9b96-8476198cf7db.csv",DIARIO_OFICIAL_MUNICIPIO," "," "," ","participantes_e43c76e4-58cf-40e1-bb18-44814d581464.csv",NÃO," ",2022-08-02T10:00:00Z,"Lei 8666/1993, Art. 22, II",1903751.7,2052814.41
"PREFEITURA MUNICIPAL DE CRICIUMA",82,2022,82,2022,2022-04-22,"Registro de preços, para aquisição SOB DEMANDA, de lixeiras com suporte para o Município de Criciúma/SC.","Pregão eletrônico","Compras e Serviços","MENOR PRECO POR ITEM",2022-05-09,HOMOLOGADO," ","atasRegistroPrecos_191cf03b-4d7b-480b-9282-c8513819a41e.csv"," "," ",2022-05-09T09:00:00Z," ",2022-01-26,2022-05-09," ","despesas_0bb67dff-618c-4a6b-b6c6-5cca94cb8dc5.csv","documentosRelacionados_f6ce9192-0727-4418-bf6e-07cca7fdb675.csv","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Pregão eletrônico",2022-01-26T08:00:00Z,"itensVencedores_cfb121f8-b527-48df-b727-1d97e36c9662.csv",INTERNET,,," ","participantes_d7d3c5b4-bea3-402e-880a-3bed444bad5d.csv",SIM," ",2022-05-09T09:00:00Z,"Lei 10520/2002, Art. 37, XXI"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",37,2022,37,2022," ","Contratação de empresa especializada para aquisição de vales transporte para os alunos da rede municipal de ensino de criciúma – sc, através de serviço de transporte coletivo para o exercício de 2022.","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO GLOBAL",2022-03-02,HOMOLOGADO," "," "," ","contratos_58196d3b-d6b5-4365-87d7-fb73a896d6f0.csv",2022-03-02T08:00:00Z," ",2022-01-20,2022-03-02," "," ","documentosRelacionados_67002e4a-8ea2-4bd5-8e27-2fd051c979bc.csv","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Inexigibilidade de licitação",2022-01-20T08:00:00Z,"itensVencedores_9ca06cd3-4900-460f-b058-859cc350f78b.csv"," ",,," ","participantes_460e5ef5-6790-4581-be1b-322a3da30743.csv",NÃO," ",2022-03-02T08:00:00Z,"Lei 8666/1993, Art. 25, CAPUT"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",38,2022,38,2022," ","Contratação de empresa especializada para aquisição de Vales Transporte para os alunos da Rede Estadual de Ensino, através de serviço de transporte coletivo, com recursos do Tesouro Estadual, repassados para este Município","Inexigibilidade de licitação","Compras e Serviços","MENOR PRECO GLOBAL",2022-03-02,HOMOLOGADO," "," "," ","contratos_d6deb744-fd30-4cae-835d-5278053eab31.csv",2022-03-02T14:00:00Z," ",2022-01-19,2022-03-02," "," ","documentosRelacionados_09fae771-6831-4b23-9286-3a731ddfb213.csv","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Inexigibilidade de licitação",2022-01-19T08:00:00Z,"itensVencedores_a59295e2-d71a-4808-a13d-2a3e4d8e2aaa.csv"," ",,," ","participantes_d5765a9f-0603-4866-b883-c4bfc215ac11.csv",NÃO," ",2022-03-02T14:00:00Z,"Lei 8666/1993, Art. 25, CAPUT"," "," "
