nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,dataPublicacao,objeto,modalidade,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2016,3,2016,2016-03-31,"Contratação de empresa para fornecimento de refeições (café, almoço, lanche e janta), a serem servidas diariamente para os atletas da Fundação Municipal de Criciúma, durante competições municipais, regionais e estaduais.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2016-04-19,Homologado," "," ",Criciúma,"contratos_ce69728e-79d9-4fb0-a865-b95c2d9c28e4.csv",2016-04-15T09:00:00Z," ",2016-03-31,2016-04-15," ","despesas_7ca1bf4a-7068-4cbf-995c-b468d205c36c.csv","documentosRelacionados_de78d4a0-2a52-4000-bd3a-f1fd4c616e81.csv"," "," "," "," ",SC,Licitação,2016-04-15T08:00:00Z,"itensVencedores_341edbd5-6618-4b74-ba61-618b5e5e7dc6.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_1b4c3dd3-1f16-4441-acf9-18198e35330b.csv",NÃO," ",2016-04-15T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",4,2016,4,2016,2016-04-08,"O presente Edital  tem  por objetivo a aquisição de Materiais Esportivos para uso no Projeto Cidade Em Ação da Fundação Municipal de Esportes de Criciúma/SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2016-04-27,Homologado," "," ",Criciúma,"contratos_c62be31d-42c0-46fc-b3f8-41c215339212.csv",2016-04-25T11:00:00Z," ",2016-04-08,2016-04-25," ","despesas_b77b2567-485d-4144-93b4-e7731fffac6c.csv","documentosRelacionados_04c989d8-1e84-4ba9-8950-b28cbb823300.csv"," "," "," "," ",SC,Licitação,2016-04-25T08:00:00Z,"itensVencedores_2865880e-5242-4f31-a5c2-c7e34e967288.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_baf79079-4ddd-4ee7-8961-25c4038413f4.csv",NÃO," ",2016-04-25T10:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",5,2016,5,2016,2016-05-03,"O presente Edital  tem  por objetivo a aquisição de Medalhas para uso nas competições da Fundação Municipal de Esportes de Criciúma/SC",Convite,"Compras e Serviços","MENOR PRECO",2016-05-25,Homologado," "," ",Criciúma,"contratos_c4f915cf-06c8-426f-8735-d7ae215f7fee.csv",2016-05-13T11:00:00Z," ",2016-05-03,2016-05-13," ","despesas_b88eeec3-0b79-4fe3-bb93-6bba9e8f8225.csv","documentosRelacionados_832d901d-120b-4da5-bcf2-3b43d7c60e8d.csv"," "," "," "," ",SC,Licitação,2016-05-13T08:00:00Z,"itensVencedores_11202bf2-1251-407c-96ea-9513ba696acf.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_8fa75dff-eaf7-4594-8bb6-05e5b8fccd9a.csv",NÃO," ",2016-05-13T10:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",6,2016,6,2016,2016-05-25,"Aquisição de  01 (uma) academia da praça, composta de 05 (cinco) aparelhos, para instalação no Município de Criciúma/SC.","Pregão presencial","Compras e Serviços","MENOR PRECO GLOBAL",2016-06-14,Homologado," "," ",Criciúma,"contratos_7a3b7346-20c8-46c1-967b-4f46fb4a4156.csv",2016-06-14T09:00:00Z," ",2016-05-25,2016-06-14," ","despesas_5dff9bb3-7316-4357-b2a0-b6bd5d63a756.csv","documentosRelacionados_c5e4c25b-ac24-4fc3-b695-c72db0fcc7a2.csv"," "," "," "," ",SC,Licitação,2016-06-14T08:00:00Z,"itensVencedores_a45fbefe-8702-429f-aa95-ea4daaedf95f.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_fcd4ba65-e2a1-4505-8034-a3256e07581c.csv",NÃO," ",2016-06-14T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",8,2016,8,2016,2016-08-11,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DOS SERVIÇOS DE TRANSPORTE DE ATLETAS DA FUNDAÇÃO MUNICIPAL DE ESPORTES, EM VIAGENS, QUANDO DA PARTICIPAÇÃO DA FUNDAÇÃO EM CAMPEONATOS OFICIAIS NO ESTADO DE SANTA CATARINA E CAMPEONATOS INTERESTADUAIS.","Pregão presencial","Compras e Serviços","MENOR PRECO POR ITEM",2016-08-24,Homologado," "," ",Criciúma,"contratos_b7eaa536-2708-4fba-9c8d-760c030850a8.csv",2016-08-24T09:00:00Z," ",2016-08-11,2016-08-24," ","despesas_3fa2c249-f462-44d7-8c66-ceda1bad218c.csv","documentosRelacionados_80873f4c-df75-4d3b-a963-d34a6264db53.csv"," "," "," "," ",SC,Licitação,2016-08-24T08:00:00Z,"itensVencedores_713d859c-cad9-44e8-8738-ba49299cd213.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_ad81f89c-2514-402a-87fb-e53f10e2cc31.csv",NÃO," ",2016-08-24T09:00:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",9,2016,9,2016,2016-09-13,"O presente Edital tem por objetivo a contratação de prestador de serviços para assessoria, consultoria, orientação em direito administrativo e defensoria jurídica na FUNDAÇÃO MUNICIPAL DE ESPORTES de Criciúma/SC",Convite,"Compras e Serviços","MENOR PREÇO MENSAL",2016-09-22,Homologado," "," ",Criciúma,"contratos_6ad1eb29-0502-4015-accc-c86fdd55ee9b.csv",2016-09-22T11:00:00Z," ",2016-09-13,2016-09-22," ","despesas_b9a9a15e-cc2c-42bf-8219-b75337c73dfb.csv","documentosRelacionados_3fd9de7a-71d8-43ef-b074-b344d1bb2b2d.csv"," "," "," "," ",SC,Licitação,2016-09-22T08:00:00Z,"itensVencedores_6cc98fd8-c743-4a67-ac59-b15d2dc7714e.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_4ffdcaf7-5a96-4296-8297-c20bb4f3d27e.csv",NÃO," ",2016-09-22T10:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",1,2016,1,2016,2016-03-02,"A presente Licitação tem por objeto, a contratação de empresa do ramo pertinente, para execução de serviços de mão-de-obra na recuperação e manutenção das academias de ginásticas ao ar livre, (com fornecimento de materiais).",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2016-03-21,Homologado," "," ",Criciúma,"contratos_121e1499-4d4f-4c7a-86c6-5d018065aabb.csv",2016-03-14T11:00:00Z," ",2016-03-02,2016-03-14," ","despesas_6eb1d1e3-b3a8-4ca0-92ce-afcc4c146cd0.csv","documentosRelacionados_73081eb6-8420-4987-b0b4-9fbfe647d573.csv"," "," "," "," ",SC,Licitação,2016-03-14T08:00:00Z,"itensVencedores_b6b00d00-ad58-4b13-8e05-9f28a1197bf1.csv","Mural Público"," "," ","NELI SEHNEM DOS SANTOS","participantes_5d3d22cb-8136-4921-b9ad-08d4fa03d3b1.csv",NÃO," ",2016-03-14T10:45:00Z," "," "," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",2,2016,2,2016,2016-03-21,"Constitui o objeto do presente contrato a locação de imóvel, 01 (um) apartamento, localizado à Rua Osvaldo Roberto Maier, Nº 30, Residencial Aguiar, Bairro Santa Bárbara, Criciúma/SC, destinado ao alojamento dos atletas de Handebol que representam o município de Criciúma/SC.","Dispensa de licitação","Compras e Serviços","MENOR PRECO",2016-03-18,Homologado," "," ",Criciúma,"contratos_a562cccc-ffe0-47c0-bb77-a457a6a9e898.csv",2016-03-18T08:00:00Z," ",2016-03-18," "," ","despesas_367edae3-d8f7-44f3-b2d5-9b3545cdf010.csv","documentosRelacionados_e53a9448-95f3-4988-a6e9-38c48409543f.csv"," "," "," "," ",SC,Licitação,2016-03-18T08:00:00Z,"itensVencedores_e121590d-0314-458e-a132-eec579f8703c.csv",Internet," "," ","NELI SEHNEM DOS SANTOS","participantes_ebd87caa-a383-42e7-81cc-61d8066f5dc7.csv",NÃO," ",2016-03-18T08:00:00Z," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",212,2016,212,2016,2016-12-06,"Contratação de empresa para execução dos serviços de demolição da garagem de caminhões e alojamento do 4º BATALHÃO DE BOMBEIROS MILITAR DO MUNICÍPIO DE CRICIÚMA-SC.",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-01-27,HOMOLOGADO," "," "," ","contratos_15d27241-8270-4e13-851d-826a9243e36f.csv",2016-12-15T11:00:00Z," ",2016-12-05,2016-12-15," ","despesas_e888fa30-23fd-47ca-a7de-f5c8d121b088.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2016-12-15T08:00:00Z,"itensVencedores_abd219f8-e0cf-4b36-a1e5-939045288a80.csv",MURAL_PUBLICO,,," ","participantes_a34db452-5e68-4a91-87f7-00a0bf0672fb.csv",NÃO," ",2016-12-15T10:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",205,2016,205,2016,2016-11-21,"A presente licitação tem por objetivo a aquisição de forma parcelada, de produtos e materiais de informática e de escritório, visando atender as  necessidades da CIRETRAN de Criciúma/SC durante o exercicio de 2017",Convite,"Compras e Serviços","MENOR PRECO GLOBAL",2017-01-26,HOMOLOGADO," "," "," ","contratos_dfe68595-cdc7-4a24-94a9-e823b34ce75e.csv",2016-11-30T10:00:00Z," ",2016-11-21,2016-11-30," ","despesas_06a3da27-ae9e-4775-a344-976cd0f93d78.csv"," ","tributos@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Convite,2016-11-30T08:00:00Z,"itensVencedores_f2a2e9e8-59b4-4ccf-a3e8-71e49635916e.csv",MURAL_PUBLICO,,," ","participantes_9176651a-d962-481e-bbc1-a51f21773539.csv",NÃO," ",2016-11-30T09:45:00Z,"Lei 8666/1993, Art. 22, III"," "," "
